2018-12-13 12:44:32,978 - The function generate_sift costs 28.511871 seconds
2018-12-13 12:45:05,563 - The function compute_k_means costs 31.337864 seconds
2018-12-13 12:45:09,844 - The function compute_svm costs 4.273391 seconds
2018-12-13 12:45:09,846 - The function train costs 65.379894 seconds
2018-12-13 12:45:09,846 - Start test model
2018-12-13 12:57:38,418 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/106.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,437 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/256.jpg, predict:Highway fact:TallBuilding
2018-12-13 12:57:38,466 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2965.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,497 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/118.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,523 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/235.jpg, predict:Insidecity fact:TallBuilding
2018-12-13 12:57:38,548 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/208.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,589 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/94.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,607 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/181.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,626 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2730.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,647 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2916.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,677 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/93.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,700 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2907.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,743 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/226.jpg, predict:Street fact:TallBuilding
2018-12-13 12:57:38,775 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2911.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:57:38,775 - category:TallBuilding correct_ratio:65.0%
2018-12-13 12:57:38,816 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2114.jpg, predict:store fact:industrial
2018-12-13 12:57:38,837 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/969.jpg, predict:Mountain fact:industrial
2018-12-13 12:57:38,855 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2310.jpg, predict:Coast fact:industrial
2018-12-13 12:57:38,878 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/944.jpg, predict:Highway fact:industrial
2018-12-13 12:57:38,901 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2402.jpg, predict:Street fact:industrial
2018-12-13 12:57:38,920 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/1111.jpg, predict:industrial fact:industrial
2018-12-13 12:57:38,941 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2183.jpg, predict:industrial fact:industrial
2018-12-13 12:57:38,963 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2140.jpg, predict:industrial fact:industrial
2018-12-13 12:57:38,992 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2421.jpg, predict:Mountain fact:industrial
2018-12-13 12:57:39,014 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/56.jpg, predict:industrial fact:industrial
2018-12-13 12:57:39,039 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2450.jpg, predict:Street fact:industrial
2018-12-13 12:57:39,055 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/82.jpg, predict:Street fact:industrial
2018-12-13 12:57:39,073 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2240.jpg, predict:Highway fact:industrial
2018-12-13 12:57:39,095 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/50.jpg, predict:industrial fact:industrial
2018-12-13 12:57:39,122 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/964.jpg, predict:industrial fact:industrial
2018-12-13 12:57:39,142 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2085.jpg, predict:industrial fact:industrial
2018-12-13 12:57:39,165 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/51.jpg, predict:bedroom fact:industrial
2018-12-13 12:57:39,184 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2118.jpg, predict:kitchen fact:industrial
2018-12-13 12:57:39,209 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/84.jpg, predict:industrial fact:industrial
2018-12-13 12:57:39,241 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/972.jpg, predict:kitchen fact:industrial
2018-12-13 12:57:39,241 - category:industrial correct_ratio:40.0%
2018-12-13 12:57:39,263 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2274.jpg, predict:kitchen fact:Street
2018-12-13 12:57:39,285 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/174.jpg, predict:TallBuilding fact:Street
2018-12-13 12:57:39,316 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2476.jpg, predict:Forest fact:Street
2018-12-13 12:57:39,340 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2313.jpg, predict:TallBuilding fact:Street
2018-12-13 12:57:39,365 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2348.jpg, predict:Street fact:Street
2018-12-13 12:57:39,392 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2983.jpg, predict:Insidecity fact:Street
2018-12-13 12:57:39,415 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/249.jpg, predict:Insidecity fact:Street
2018-12-13 12:57:39,436 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/11.jpg, predict:Mountain fact:Street
2018-12-13 12:57:39,458 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2952.jpg, predict:Street fact:Street
2018-12-13 12:57:39,485 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/21.jpg, predict:TallBuilding fact:Street
2018-12-13 12:57:39,510 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/255.jpg, predict:industrial fact:Street
2018-12-13 12:57:39,533 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2430.jpg, predict:Insidecity fact:Street
2018-12-13 12:57:39,554 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2971.jpg, predict:Street fact:Street
2018-12-13 12:57:39,577 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2437.jpg, predict:livingroom fact:Street
2018-12-13 12:57:39,598 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/290.jpg, predict:bedroom fact:Street
2018-12-13 12:57:39,616 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/221.jpg, predict:Mountain fact:Street
2018-12-13 12:57:39,647 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/183.jpg, predict:Street fact:Street
2018-12-13 12:57:39,670 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/154.jpg, predict:Street fact:Street
2018-12-13 12:57:39,691 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2906.jpg, predict:Street fact:Street
2018-12-13 12:57:39,715 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/190.jpg, predict:Street fact:Street
2018-12-13 12:57:39,715 - category:Street correct_ratio:35.0%
2018-12-13 12:57:39,737 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2882.jpg, predict:livingroom fact:livingroom
2018-12-13 12:57:39,758 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2699.jpg, predict:Office fact:livingroom
2018-12-13 12:57:39,786 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1838.jpg, predict:Street fact:livingroom
2018-12-13 12:57:39,807 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1802.jpg, predict:Office fact:livingroom
2018-12-13 12:57:39,838 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1584.jpg, predict:store fact:livingroom
2018-12-13 12:57:39,865 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1817.jpg, predict:livingroom fact:livingroom
2018-12-13 12:57:39,889 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2942.jpg, predict:livingroom fact:livingroom
2018-12-13 12:57:39,910 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2943.jpg, predict:bedroom fact:livingroom
2018-12-13 12:57:39,932 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2612.jpg, predict:livingroom fact:livingroom
2018-12-13 12:57:39,950 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2799.jpg, predict:bedroom fact:livingroom
2018-12-13 12:57:39,975 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2763.jpg, predict:industrial fact:livingroom
2018-12-13 12:57:40,004 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2817.jpg, predict:Office fact:livingroom
2018-12-13 12:57:40,030 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1511.jpg, predict:Street fact:livingroom
2018-12-13 12:57:40,057 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2756.jpg, predict:Mountain fact:livingroom
2018-12-13 12:57:40,086 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2757.jpg, predict:kitchen fact:livingroom
2018-12-13 12:57:40,111 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2804.jpg, predict:bedroom fact:livingroom
2018-12-13 12:57:40,133 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1671.jpg, predict:TallBuilding fact:livingroom
2018-12-13 12:57:40,153 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1616.jpg, predict:Office fact:livingroom
2018-12-13 12:57:40,186 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1567.jpg, predict:Office fact:livingroom
2018-12-13 12:57:40,208 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1798.jpg, predict:industrial fact:livingroom
2018-12-13 12:57:40,208 - category:livingroom correct_ratio:20.0%
2018-12-13 12:57:40,234 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1964.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,259 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/203.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,284 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/217.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,306 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2073.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,334 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/58.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,367 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/66.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,397 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1829.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,430 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1975.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,464 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/128.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,495 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/38.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,521 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2036.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,547 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/330.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,574 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1841.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,599 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1788.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,628 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/168.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,653 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1953.jpg, predict:industrial fact:Suburb
2018-12-13 12:57:40,673 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/6.jpg, predict:Insidecity fact:Suburb
2018-12-13 12:57:40,693 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/53.jpg, predict:Insidecity fact:Suburb
2018-12-13 12:57:40,724 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1834.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,752 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1809.jpg, predict:Suburb fact:Suburb
2018-12-13 12:57:40,752 - category:Suburb correct_ratio:85.0%
2018-12-13 12:57:40,782 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/413.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:40,797 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/60.jpg, predict:Coast fact:Mountain
2018-12-13 12:57:40,824 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2881.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:40,846 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2922.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:57:40,869 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2880.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:40,888 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2926.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:40,910 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2879.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:40,932 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2892.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:40,961 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/515.jpg, predict:Forest fact:Mountain
2018-12-13 12:57:40,987 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2963.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:41,020 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/137.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:41,049 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/484.jpg, predict:Forest fact:Mountain
2018-12-13 12:57:41,076 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/447.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:41,095 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2958.jpg, predict:industrial fact:Mountain
2018-12-13 12:57:41,118 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/133.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:41,150 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2966.jpg, predict:Forest fact:Mountain
2018-12-13 12:57:41,175 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/468.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:41,196 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/4.jpg, predict:Mountain fact:Mountain
2018-12-13 12:57:41,217 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2863.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:57:41,236 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/46.jpg, predict:Highway fact:Mountain
2018-12-13 12:57:41,237 - category:Mountain correct_ratio:60.0%
2018-12-13 12:57:41,265 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1634.jpg, predict:Office fact:kitchen
2018-12-13 12:57:41,288 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1783.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,312 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1741.jpg, predict:industrial fact:kitchen
2018-12-13 12:57:41,328 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/61.jpg, predict:Highway fact:kitchen
2018-12-13 12:57:41,348 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/825.jpg, predict:livingroom fact:kitchen
2018-12-13 12:57:41,366 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1792.jpg, predict:Highway fact:kitchen
2018-12-13 12:57:41,384 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1591.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,402 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1793.jpg, predict:livingroom fact:kitchen
2018-12-13 12:57:41,426 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1356.jpg, predict:livingroom fact:kitchen
2018-12-13 12:57:41,443 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1132.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,462 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1657.jpg, predict:bedroom fact:kitchen
2018-12-13 12:57:41,494 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1064.jpg, predict:industrial fact:kitchen
2018-12-13 12:57:41,516 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1277.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,535 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1470.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,555 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1826.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,578 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1832.jpg, predict:Street fact:kitchen
2018-12-13 12:57:41,599 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/791.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,622 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1758.jpg, predict:kitchen fact:kitchen
2018-12-13 12:57:41,646 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1407.jpg, predict:livingroom fact:kitchen
2018-12-13 12:57:41,666 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/782.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:57:41,666 - category:kitchen correct_ratio:40.0%
2018-12-13 12:57:41,687 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2075.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:57:41,710 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/188.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,740 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/160.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:57:41,760 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/831.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,781 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2264.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,803 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/706.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,827 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/658.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,848 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2788.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,866 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2574.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,880 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/660.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:57:41,900 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/475.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,918 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/685.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:41,933 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2786.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:57:41,967 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2381.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:57:42,002 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/245.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:42,020 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2191.jpg, predict:Highway fact:OpenCountry
2018-12-13 12:57:42,035 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/130.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:42,050 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2135.jpg, predict:Highway fact:OpenCountry
2018-12-13 12:57:42,066 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2644.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:42,087 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2455.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:57:42,087 - category:OpenCountry correct_ratio:65.0%
2018-12-13 12:57:42,121 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/599.jpg, predict:store fact:store
2018-12-13 12:57:42,167 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2908.jpg, predict:store fact:store
2018-12-13 12:57:42,197 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/175.jpg, predict:livingroom fact:store
2018-12-13 12:57:42,228 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2729.jpg, predict:store fact:store
2018-12-13 12:57:42,261 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2924.jpg, predict:store fact:store
2018-12-13 12:57:42,289 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/712.jpg, predict:store fact:store
2018-12-13 12:57:42,325 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2565.jpg, predict:store fact:store
2018-12-13 12:57:42,353 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/895.jpg, predict:store fact:store
2018-12-13 12:57:42,378 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2987.jpg, predict:Street fact:store
2018-12-13 12:57:42,405 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/700.jpg, predict:Street fact:store
2018-12-13 12:57:42,438 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/925.jpg, predict:store fact:store
2018-12-13 12:57:42,474 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/35.jpg, predict:store fact:store
2018-12-13 12:57:42,509 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2948.jpg, predict:store fact:store
2018-12-13 12:57:42,544 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2597.jpg, predict:store fact:store
2018-12-13 12:57:42,589 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2596.jpg, predict:store fact:store
2018-12-13 12:57:42,617 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/440.jpg, predict:store fact:store
2018-12-13 12:57:42,650 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/787.jpg, predict:store fact:store
2018-12-13 12:57:42,684 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2687.jpg, predict:store fact:store
2018-12-13 12:57:42,720 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/623.jpg, predict:store fact:store
2018-12-13 12:57:42,744 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2723.jpg, predict:Insidecity fact:store
2018-12-13 12:57:42,745 - category:store correct_ratio:80.0%
2018-12-13 12:57:42,745 - Parameter:SIFT-Cluster_num:800Kmeans_type:MINI:sample num:300 - Correct: 55.666666666666664%
2018-12-13 12:58:07,406 - The function generate_sift costs 24.6077 seconds
2018-12-13 12:59:40,803 - The function compute_k_means costs 92.226502 seconds
2018-12-13 12:59:51,747 - The function compute_svm costs 10.939173 seconds
2018-12-13 12:59:51,765 - The function train costs 128.966404 seconds
2018-12-13 12:59:51,765 - Start test model
2018-12-13 12:59:51,803 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1192.jpg, predict:Forest fact:Forest
2018-12-13 12:59:51,835 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2854.jpg, predict:Forest fact:Forest
2018-12-13 12:59:51,857 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1034.jpg, predict:industrial fact:Forest
2018-12-13 12:59:51,889 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1092.jpg, predict:Forest fact:Forest
2018-12-13 12:59:51,910 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1120.jpg, predict:OpenCountry fact:Forest
2018-12-13 12:59:51,943 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2776.jpg, predict:Forest fact:Forest
2018-12-13 12:59:51,972 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2762.jpg, predict:Forest fact:Forest
2018-12-13 12:59:51,999 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1082.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,031 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2760.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,058 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1081.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,093 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2792.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,136 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2779.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,183 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2751.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,216 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1115.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,252 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1075.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,280 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1159.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,312 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2876.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,336 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2866.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,376 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1176.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,425 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2913.jpg, predict:Forest fact:Forest
2018-12-13 12:59:52,426 - category:Forest correct_ratio:90.0%
2018-12-13 12:59:52,456 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2672.jpg, predict:bedroom fact:bedroom
2018-12-13 12:59:52,477 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/88.jpg, predict:bedroom fact:bedroom
